State,Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
NE,Blaine,31009,0,714.39,0000,0000,0,714.34,0000,0000,0,714.43,0000,0000,0,710.8,0000,0000,0,710.74,0000,0000,0,710.87,0000,0000,0,3.59,0000,0000,0,3.59,0000,0000
NE,Boone,31011,0,687.3,0000,0000,0,687.25,0000,0000,0,687.41,0000,0000,0,686.74,0000,0000,0,686.69,0000,0000,0,686.55,0000,0000,0,0.56,0000,0000,0,0.56,0000,0000
NE,Box Butte,31013,0,1077.92,0000,0000,0,1077.84,0000,0000,0,1077,0000,0000,0,1075.38,0000,0000,0,1075.29,0000,0000,0,1075.29,0000,0000,0,2.54,0000,0000,0,2.54,0000,0000
NE,Boyd,31015,0,544.64,0000,0000,0,544.59,0000,0000,0,532.29,0000,0000,0,540.1,0000,0000,0,540.05,0000,0000,0,539.94,0000,0000,0,4.54,0000,0000,0,4.54,0000,0000
NE,Brown,31017,0,1225.15,0000,0000,0,1225.08,0000,0000,0,1213.85,0000,0000,0,1221.35,0000,0000,0,1221.28,0000,0000,0,1221.33,0000,0000,0,3.8,0000,0000,0,3.8,0000,0000
NE,Buffalo,31019,0,975.31,0000,0000,0,975.27,0000,0000,0,945.41,0000,0000,0,968.07,0000,0000,0,967.99,0000,0000,0,968.11,0000,0000,0,7.24,0000,0000,0,7.28,0000,0000
NE,Burt,31021,0,497.12,0000,0000,0,497.1,0000,0000,0,485.91,0000,0000,0,492.79,0000,0000,0,492.77,0000,0000,0,491.58,0000,0000,0,4.33,0000,0000,0,4.33,0000,0000
NE,Butler,31023,0,584.43,0000,0000,0,584.41,0000,0000,0,584.2,0000,0000,0,583.61,0000,0000,0,583.59,0000,0000,0,584.91,0000,0000,0,0.82,0000,0000,0,0.82,0000,0000
NE,Cass,31025,0,566.27,0000,0000,0,566.21,0000,0000,0,557.04,0000,0000,0,559.31,0000,0000,0,559.18,0000,0000,0,557.45,0000,0000,0,6.96,0000,0000,0,7.03,0000,0000
NE,Cedar,31027,0,745.86,0000,0000,0,745.81,0000,0000,0,740.04,0000,0000,0,740.27,0000,0000,0,740.23,0000,0000,0,740.31,0000,0000,0,5.59,0000,0000,0,5.59,0000,0000
NE,Chase,31029,0,897.67,0000,0000,0,897.63,0000,0000,0,893.52,0000,0000,0,894.53,0000,0000,0,894.5,0000,0000,0,894.42,0000,0000,0,3.14,0000,0000,0,3.14,0000,0000
NE,Cherry,31031,0,6009.87,0000,0000,0,6009.54,0000,0000,0,5961.42,0000,0000,0,5960.75,0000,0000,0,5960.52,0000,0000,0,5960.42,0000,0000,0,49.12,0000,0000,0,49.02,0000,0000
NE,Cheyenne,31033,0,1196.55,0000,0000,0,1196.45,0000,0000,0,1195.89,0000,0000,0,1196.44,0000,0000,0,1196.34,0000,0000,0,1196.29,0000,0000,0,0.11,0000,0000,0,0.11,0000,0000
NE,Clay,31035,0,573.56,0000,0000,0,573.53,0000,0000,0,573.92,0000,0000,0,573.07,0000,0000,0,573.03,0000,0000,0,572.29,0000,0000,0,0.49,0000,0000,0,0.49,0000,0000
NE,Colfax,31037,0,418.61,0000,0000,0,418.58,0000,0000,0,410.34,0000,0000,0,413.17,0000,0000,0,413.14,0000,0000,0,411.66,0000,0000,0,5.44,0000,0000,0,5.44,0000,0000
NE,Cuming,31039,0,574.58,0000,0000,0,574.54,0000,0000,0,574.57,0000,0000,0,572.04,0000,0000,0,572,0000,0000,0,570.62,0000,0000,0,2.54,0000,0000,0,2.54,0000,0000
NE,Custer,31041,0,2576.21,0000,0000,0,2576.08,0000,0000,0,2571.28,0000,0000,0,2575.83,0000,0000,0,2575.71,0000,0000,0,2575.52,0000,0000,0,0.38,0000,0000,0,0.37,0000,0000
NE,Dakota,31043,0,267.41,0000,0000,0,267.39,0000,0000,0,257.6,0000,0000,0,263.97,0000,0000,0,263.8,0000,0000,0,264.26,0000,0000,0,3.44,0000,0000,0,3.6,0000,0000
NE,Dawes,31045,0,1400.9,0000,0000,0,1400.86,0000,0000,0,1397.29,0000,0000,0,1396.28,0000,0000,0,1396.24,0000,0000,0,1396.46,0000,0000,0,4.62,0000,0000,0,4.62,0000,0000
NE,Dawson,31047,0,1019.34,0000,0000,0,1019.3,0000,0000,0,981.92,0000,0000,0,1012.94,0000,0000,0,1012.92,0000,0000,0,1013.1,0000,0000,0,6.4,0000,0000,0,6.37,0000,0000
NE,Deuel,31049,0,440.83,0000,0000,0,440.79,0000,0000,0,437.27,0000,0000,0,439.93,0000,0000,0,439.89,0000,0000,0,439.85,0000,0000,0,0.9,0000,0000,0,0.9,0000,0000
NE,Dixon,31051,0,482.75,0000,0000,0,482.72,0000,0000,0,474.21,0000,0000,0,476.42,0000,0000,0,476.39,0000,0000,0,476.23,0000,0000,0,6.33,0000,0000,0,6.33,0000,0000
NE,Dodge,31053,0,543.98,0000,0000,0,543.92,0000,0000,0,534.03,0000,0000,0,534.48,0000,0000,0,534.39,0000,0000,0,528.71,0000,0000,0,9.5,0000,0000,0,9.53,0000,0000
NE,Douglas,31055,0,339.65,0000,0000,0,339.6,0000,0000,0,332.72,0000,0000,0,331.04,0000,0000,0,330.98,0000,0000,0,328.46,0000,0000,0,8.61,0000,0000,0,8.62,0000,0000
NE,Dundy,31057,0,920.84,0000,0000,0,920.79,0000,0000,0,920.22,0000,0000,0,919.91,0000,0000,0,919.86,0000,0000,0,919.68,0000,0000,0,0.93,0000,0000,0,0.93,0000,0000
NE,Fillmore,31059,0,576.66,0000,0000,0,576.62,0000,0000,0,576.45,0000,0000,0,576.5,0000,0000,0,576.46,0000,0000,0,575.37,0000,0000,0,0.16,0000,0000,0,0.16,0000,0000
NE,Franklin,31061,0,576.13,0000,0000,0,576.11,0000,0000,0,576.1,0000,0000,0,575.94,0000,0000,0,575.92,0000,0000,0,575.82,0000,0000,0,0.19,0000,0000,0,0.19,0000,0000
NE,Frontier,31063,0,980.11,0000,0000,0,980.06,0000,0000,0,975.63,0000,0000,0,974.6,0000,0000,0,974.55,0000,0000,0,974.59,0000,0000,0,5.51,0000,0000,0,5.51,0000,0000
NE,Furnas,31065,0,720.53,0000,0000,0,720.51,0000,0000,0,720.92,0000,0000,0,718.11,0000,0000,0,718.09,0000,0000,0,719.13,0000,0000,0,2.42,0000,0000,0,2.42,0000,0000
NE,Gage,31067,0,859.99,0000,0000,0,859.94,0000,0000,0,858.03,0000,0000,0,855.33,0000,0000,0,855.29,0000,0000,0,851.49,0000,0000,0,4.66,0000,0000,0,4.65,0000,0000
NE,Garden,31069,0,1731.15,0000,0000,0,1731,0000,0000,0,1680.3,0000,0000,0,1704.55,0000,0000,0,1704.4,0000,0000,0,1704.28,0000,0000,0,26.6,0000,0000,0,26.6,0000,0000
NE,Garfield,31071,0,571.36,0000,0000,0,571.34,0000,0000,0,570.41,0000,0000,0,570.05,0000,0000,0,570.03,0000,0000,0,569.79,0000,0000,0,1.31,0000,0000,0,1.31,0000,0000
NE,Gosper,31073,0,462.77,0000,0000,0,462.74,0000,0000,0,460.76,0000,0000,0,458.2,0000,0000,0,458.18,0000,0000,0,458.16,0000,0000,0,4.57,0000,0000,0,4.57,0000,0000
NE,Grant,31075,0,783.27,0000,0000,0,783.23,0000,0000,0,774.84,0000,0000,0,776.27,0000,0000,0,776.22,0000,0000,0,776.22,0000,0000,0,7,0000,0000,0,7,0000,0000
NE,Greeley,31077,0,570.74,0000,0000,0,570.71,0000,0000,0,570.41,0000,0000,0,569.87,0000,0000,0,569.85,0000,0000,0,569.81,0000,0000,0,0.87,0000,0000,0,0.85,0000,0000
NE,Hall,31079,0,552.25,0000,0000,0,552.22,0000,0000,0,536.77,0000,0000,0,546.43,0000,0000,0,546.4,0000,0000,0,546.29,0000,0000,0,5.82,0000,0000,0,5.83,0000,0000
NE,Hamilton,31081,0,546.76,0000,0000,0,546.77,0000,0000,0,542.6,0000,0000,0,543.68,0000,0000,0,543.68,0000,0000,0,542.88,0000,0000,0,3.08,0000,0000,0,3.09,0000,0000
NE,Harlan,31083,0,574.2,0000,0000,0,574.18,0000,0000,0,555.12,0000,0000,0,552.77,0000,0000,0,552.78,0000,0000,0,553.47,0000,0000,0,21.43,0000,0000,0,21.4,0000,0000
NE,Hayes,31085,0,713.37,0000,0000,0,713.33,0000,0000,0,713.31,0000,0000,0,713.15,0000,0000,0,713.11,0000,0000,0,713.06,0000,0000,0,0.22,0000,0000,0,0.22,0000,0000
NE,Hitchcock,31087,0,718.62,0000,0000,0,718.57,0000,0000,0,708.91,0000,0000,0,710.08,0000,0000,0,710.03,0000,0000,0,709.94,0000,0000,0,8.54,0000,0000,0,8.54,0000,0000
NE,Holt,31089,0,2417.8,0000,0000,0,2417.65,0000,0000,0,2405.83,0000,0000,0,2412.82,0000,0000,0,2412.66,0000,0000,0,2412.4,0000,0000,0,4.98,0000,0000,0,4.99,0000,0000
NE,Hooker,31091,0,721.54,0000,0000,0,721.51,0000,0000,0,720.62,0000,0000,0,721.2,0000,0000,0,721.17,0000,0000,0,721.12,0000,0000,0,0.34,0000,0000,0,0.34,0000,0000
NE,Howard,31093,0,575.77,0000,0000,0,575.74,0000,0000,0,564.18,0000,0000,0,569.5,0000,0000,0,569.47,0000,0000,0,569.34,0000,0000,0,6.27,0000,0000,0,6.27,0000,0000
NE,Jefferson,31095,0,575.53,0000,0000,0,575.5,0000,0000,0,574.52,0000,0000,0,573.05,0000,0000,0,573.01,0000,0000,0,570.19,0000,0000,0,2.48,0000,0000,0,2.48,0000,0000
NE,Johnson,31097,0,376.84,0000,0000,0,376.82,0000,0000,0,376.56,0000,0000,0,376.18,0000,0000,0,376.13,0000,0000,0,376.05,0000,0000,0,0.66,0000,0000,0,0.69,0000,0000
NE,Kearney,31099,0,516.15,0000,0000,0,516.13,0000,0000,0,518.61,0000,0000,0,516.05,0000,0000,0,516.03,0000,0000,0,516.24,0000,0000,0,0.1,0000,0000,0,0.11,0000,0000
NE,Keith,31101,0,1109.85,0000,0000,0,1109.77,0000,0000,0,1039.12,0000,0000,0,1061.34,0000,0000,0,1061.26,0000,0000,0,1061.6,0000,0000,0,48.51,0000,0000,0,48.51,0000,0000
NE,Keya Paha,31103,0,774.21,0000,0000,0,774.17,0000,0000,0,768.59,0000,0000,0,773.33,0000,0000,0,773.29,0000,0000,0,773.07,0000,0000,0,0.88,0000,0000,0,0.89,0000,0000
NE,Kimball,31105,0,952.38,0000,0000,0,952.31,0000,0000,0,951.96,0000,0000,0,951.8,0000,0000,0,951.72,0000,0000,0,951.85,0000,0000,0,0.58,0000,0000,0,0.58,0000,0000
NE,Knox,31107,0,1139.75,0000,0000,0,1139.65,0000,0000,0,1105.46,0000,0000,0,1108.21,0000,0000,0,1108.12,0000,0000,0,1108.35,0000,0000,0,31.54,0000,0000,0,31.53,0000,0000
NE,Lancaster,31109,0,846.73,0000,0000,0,846.71,0000,0000,0,839.02,0000,0000,0,838.89,0000,0000,0,838.88,0000,0000,0,837.55,0000,0000,0,7.84,0000,0000,0,7.83,0000,0000
NE,Lincoln,31111,0,2575.27,0000,0000,0,2575.1,0000,0000,0,2525.47,0000,0000,0,2564.17,0000,0000,0,2563.98,0000,0000,0,2564.07,0000,0000,0,11.1,0000,0000,0,11.12,0000,0000
NE,Logan,31113,0,571.18,0000,0000,0,571.15,0000,0000,0,571.13,0000,0000,0,570.71,0000,0000,0,570.68,0000,0000,0,570.66,0000,0000,0,0.47,0000,0000,0,0.46,0000,0000
NE,Loup,31115,0,571.06,0000,0000,0,571.02,0000,0000,0,574.05,0000,0000,0,569.75,0000,0000,0,569.71,0000,0000,0,568.29,0000,0000,0,1.31,0000,0000,0,1.31,0000,0000
NE,McPherson,31117,0,860.06,0000,0000,0,860.02,0000,0000,0,859.35,0000,0000,0,859.02,0000,0000,0,858.98,0000,0000,0,858.98,0000,0000,0,1.04,0000,0000,0,1.04,0000,0000
NE,Madison,31119,0,575.09,0000,0000,0,575.05,0000,0000,0,575.35,0000,0000,0,572.62,0000,0000,0,572.57,0000,0000,0,572.74,0000,0000,0,2.47,0000,0000,0,2.49,0000,0000
NE,Merrick,31121,0,494.39,0000,0000,0,494.72,0000,0000,0,478.08,0000,0000,0,484.65,0000,0000,0,484.88,0000,0000,0,484.88,0000,0000,0,9.74,0000,0000,0,9.85,0000,0000
NE,Morrill,31123,0,1429.92,0000,0000,0,1429.81,0000,0000,0,1404.96,0000,0000,0,1423.86,0000,0000,0,1423.75,0000,0000,0,1423.84,0000,0000,0,6.06,0000,0000,0,6.06,0000,0000
NE,Nance,31125,0,448.08,0000,0000,0,448.04,0000,0000,0,439.43,0000,0000,0,441.35,0000,0000,0,441.32,0000,0000,0,441.63,0000,0000,0,6.73,0000,0000,0,6.73,0000,0000
NE,Nemaha,31127,0,411.91,0000,0000,0,411.89,0000,0000,0,408.52,0000,0000,0,409.32,0000,0000,0,409.3,0000,0000,0,407.38,0000,0000,0,2.59,0000,0000,0,2.58,0000,0000
NE,Nuckolls,31129,0,576,0000,0000,0,575.96,0000,0000,0,575.67,0000,0000,0,575.34,0000,0000,0,575.3,0000,0000,0,575.16,0000,0000,0,0.66,0000,0000,0,0.66,0000,0000
NE,Otoe,31131,0,619.12,0000,0000,0,619.09,0000,0000,0,615.38,0000,0000,0,615.86,0000,0000,0,615.69,0000,0000,0,615.63,0000,0000,0,3.26,0000,0000,0,3.4,0000,0000
NE,Pawnee,31133,0,432.97,0000,0000,0,432.95,0000,0000,0,432.6,0000,0000,0,431.72,0000,0000,0,431.57,0000,0000,0,431.08,0000,0000,0,1.25,0000,0000,0,1.38,0000,0000
NE,Perkins,31135,0,884.33,0000,0000,0,884.27,0000,0000,0,884.61,0000,0000,0,883.17,0000,0000,0,883.18,0000,0000,0,883.34,0000,0000,0,1.16,0000,0000,0,1.1,0000,0000
NE,Phelps,31137,0,540.62,0000,0000,0,540.6,0000,0000,0,539.89,0000,0000,0,539.99,0000,0000,0,539.97,0000,0000,0,539.79,0000,0000,0,0.63,0000,0000,0,0.64,0000,0000
NE,Pierce,31139,0,575.31,0000,0000,0,575.27,0000,0000,0,574.74,0000,0000,0,573.96,0000,0000,0,573.93,0000,0000,0,573.25,0000,0000,0,1.35,0000,0000,0,1.34,0000,0000
NE,Platte,31141,0,689.13,0000,0000,0,689.08,0000,0000,0,669.24,0000,0000,0,678.07,0000,0000,0,678.07,0000,0000,0,674.06,0000,0000,0,11.06,0000,0000,0,11.01,0000,0000
NE,Polk,31143,0,441.13,0000,0000,0,440.72,0000,0000,0,437.13,0000,0000,0,439.11,0000,0000,0,438.84,0000,0000,0,438.35,0000,0000,0,2.02,0000,0000,0,1.88,0000,0000
NE,Red Willow,31145,0,718.1,0000,0000,0,718.06,0000,0000,0,718.3,0000,0000,0,716.67,0000,0000,0,716.65,0000,0000,0,716.99,0000,0000,0,1.43,0000,0000,0,1.4,0000,0000
NE,Richardson,31147,0,555.98,0000,0000,0,555.95,0000,0000,0,552.71,0000,0000,0,553.47,0000,0000,0,553.26,0000,0000,0,551.84,0000,0000,0,2.51,0000,0000,0,2.7,0000,0000
NE,Rock,31149,0,1011.91,0000,0000,0,1011.85,0000,0000,0,1003.29,0000,0000,0,1008.51,0000,0000,0,1008.46,0000,0000,0,1008.32,0000,0000,0,3.4,0000,0000,0,3.4,0000,0000
NE,Saline,31151,0,576.08,0000,0000,0,576.06,0000,0000,0,575.48,0000,0000,0,575.36,0000,0000,0,575.34,0000,0000,0,574.02,0000,0000,0,0.72,0000,0000,0,0.73,0000,0000
NE,Sarpy,31153,0,247.29,0000,0000,0,247.28,0000,0000,0,238.16,0000,0000,0,240.67,0000,0000,0,240.52,0000,0000,0,238.99,0000,0000,0,6.62,0000,0000,0,6.76,0000,0000
NE,Saunders,31155,0,758.91,0000,0000,0,758.82,0000,0000,0,752.8,0000,0000,0,754.06,0000,0000,0,753.9,0000,0000,0,750.23,0000,0000,0,4.85,0000,0000,0,4.92,0000,0000
NE,Scotts Bluff,31157,0,745.57,0000,0000,0,745.5,0000,0000,0,725.18,0000,0000,0,739.35,0000,0000,0,739.27,0000,0000,0,739.4,0000,0000,0,6.22,0000,0000,0,6.22,0000,0000
NE,Seward,31159,0,575.74,0000,0000,0,575.73,0000,0000,0,575.17,0000,0000,0,574.78,0000,0000,0,574.75,0000,0000,0,571.43,0000,0000,0,0.96,0000,0000,0,0.97,0000,0000
NE,Sheridan,31161,0,2470.12,0000,0000,0,2469.99,0000,0000,0,2452.77,0000,0000,0,2441.18,0000,0000,0,2441.04,0000,0000,0,2440.86,0000,0000,0,28.94,0000,0000,0,28.95,0000,0000
NE,Sherman,31163,0,571.66,0000,0000,0,571.63,0000,0000,0,563.5,0000,0000,0,565.88,0000,0000,0,565.84,0000,0000,0,565.83,0000,0000,0,5.78,0000,0000,0,5.78,0000,0000
NE,Sioux,31165,0,2067.43,0000,0000,0,2067.32,0000,0000,0,2069.56,0000,0000,0,2066.7,0000,0000,0,2066.59,0000,0000,0,2066.74,0000,0000,0,0.73,0000,0000,0,0.73,0000,0000
NE,Stanton,31167,0,431.08,0000,0000,0,431.06,0000,0000,0,430.8,0000,0000,0,429.85,0000,0000,0,429.83,0000,0000,0,427.95,0000,0000,0,1.23,0000,0000,0,1.23,0000,0000
NE,Thayer,31169,0,575.36,0000,0000,0,575.3,0000,0000,0,575.04,0000,0000,0,574.58,0000,0000,0,574.55,0000,0000,0,573.81,0000,0000,0,0.78,0000,0000,0,0.75,0000,0000
NE,Thomas,31171,0,713.69,0000,0000,0,713.65,0000,0000,0,713.4,0000,0000,0,712.9,0000,0000,0,712.86,0000,0000,0,713.24,0000,0000,0,0.79,0000,0000,0,0.79,0000,0000
NE,Thurston,31173,0,396.27,0000,0000,0,396.25,0000,0000,0,390.63,0000,0000,0,393.83,0000,0000,0,393.81,0000,0000,0,393.58,0000,0000,0,2.44,0000,0000,0,2.44,0000,0000
NE,Valley,31175,0,570.54,0000,0000,0,570.51,0000,0000,0,567.33,0000,0000,0,568.13,0000,0000,0,568.11,0000,0000,0,568.05,0000,0000,0,2.41,0000,0000,0,2.41,0000,0000
NE,Washington,31177,0,393.79,0000,0000,0,393.76,0000,0000,0,386.21,0000,0000,0,390.48,0000,0000,0,390.49,0000,0000,0,389.96,0000,0000,0,3.31,0000,0000,0,3.27,0000,0000
NE,Wayne,31179,0,443.52,0000,0000,0,443.48,0000,0000,0,443.16,0000,0000,0,443.47,0000,0000,0,443.43,0000,0000,0,442.92,0000,0000,0,0.05,0000,0000,0,0.05,0000,0000
NE,Webster,31181,0,575.04,0000,0000,0,575.02,0000,0000,0,575.22,0000,0000,0,574.91,0000,0000,0,574.89,0000,0000,0,574.91,0000,0000,0,0.13,0000,0000,0,0.13,0000,0000
NE,Wheeler,31183,0,575.61,0000,0000,0,575.57,0000,0000,0,574.93,0000,0000,0,575.2,0000,0000,0,575.17,0000,0000,0,575.18,0000,0000,0,0.41,0000,0000,0,0.41,0000,0000
NE,York,31185,0,576.04,0000,0000,0,576.02,0000,0000,0,575.76,0000,0000,0,575.68,0000,0000,0,575.66,0000,0000,0,572.51,0000,0000,0,0.36,0000,0000,0,0.36,0000,0000
NEVADA,NEVADA,32000,0,110566.91,0000,0000,0,110560.71,0000,0000,0,109893.59,0000,0000,0,109805.89,0000,0000,0,109825.99,0000,0000,0,109781.18,0000,0000,0,761.02,0000,0000,0,734.71,0000,0000
NV,Churchill,32001,0,5023.65,0000,0000,0,5023.38,0000,0000,0,4990.09,0000,0000,0,4929.34,0000,0000,0,4929.08,0000,0000,0,4930.46,0000,0000,0,94.31,0000,0000,0,94.3,0000,0000
NV,Clark,32003,0,8091.05,0000,0000,0,8090.66,0000,0000,0,7881.29,0000,0000,0,7910.71,0000,0000,0,7910.34,0000,0000,0,7891.43,0000,0000,0,180.34,0000,0000,0,180.32,0000,0000
NV,Douglas,32005,0,737.67,0000,0000,0,737.65,0000,0000,0,708.13,0000,0000,0,709.87,0000,0000,0,709.85,0000,0000,0,709.72,0000,0000,0,27.8,0000,0000,0,27.8,0000,0000
NV,Elko,32007,0,17204.04,0000,0000,0,17202.94,0000,0000,0,17134.54,0000,0000,0,17181.56,0000,0000,0,17179.03,0000,0000,0,17169.83,0000,0000,0,22.48,0000,0000,0,23.91,0000,0000
NV,Esmeralda,32009,0,3589.19,0000,0000,0,3589,0000,0000,0,3587.33,0000,0000,0,3588.69,0000,0000,0,3588.5,0000,0000,0,3581.88,0000,0000,0,0.5,0000,0000,0,0.5,0000,0000
NV,Eureka,32011,0,4180.25,0000,0000,0,4179.96,0000,0000,0,4174.52,0000,0000,0,4175.97,0000,0000,0,4175.68,0000,0000,0,4175.68,0000,0000,0,4.28,0000,0000,0,4.28,0000,0000
NV,Humboldt,32013,0,9658.42,0000,0000,0,9657.87,0000,0000,0,9698.05,0000,0000,0,9648.46,0000,0000,0,9647.91,0000,0000,0,9640.76,0000,0000,0,9.96,0000,0000,0,9.96,0000,0000
NV,Lander,32015,0,5519.64,0000,0000,0,5519.47,0000,0000,0,5515.27,0000,0000,0,5493.8,0000,0000,0,5493.63,0000,0000,0,5490.11,0000,0000,0,25.84,0000,0000,0,25.84,0000,0000
NV,Lincoln,32017,0,10637.44,0000,0000,0,10636.77,0000,0000,0,10634.64,0000,0000,0,10634.69,0000,0000,0,10633.61,0000,0000,0,10633.2,0000,0000,0,2.75,0000,0000,0,3.17,0000,0000
NV,Lyon,32019,0,2016.49,0000,0000,0,2016.4,0000,0000,0,2006.77,0000,0000,0,1993.78,0000,0000,0,1993.69,0000,0000,0,2001.19,0000,0000,0,22.71,0000,0000,0,22.71,0000,0000
NV,Mineral,32021,0,3813.17,0000,0000,0,3812.97,0000,0000,0,3744.24,0000,0000,0,3756.62,0000,0000,0,3756.4,0000,0000,0,3752.84,0000,0000,0,56.55,0000,0000,0,56.56,0000,0000
NV,Nye,32023,0,18159.71,0000,0000,0,18158.73,0000,0000,0,18154.81,0000,0000,0,18147.24,0000,0000,0,18146.66,0000,0000,0,18181.92,0000,0000,0,12.47,0000,0000,0,12.07,0000,0000
NV,Pershing,32027,0,6067.89,0000,0000,0,6067.55,0000,0000,0,6035.81,0000,0000,0,6009.11,0000,0000,0,6036.56,0000,0000,0,6036.56,0000,0000,0,58.78,0000,0000,0,30.99,0000,0000
NV,Storey,32029,0,263.81,0000,0000,0,263.8,0000,0000,0,264.46,0000,0000,0,263.47,0000,0000,0,263.45,0000,0000,0,262.92,0000,0000,0,0.34,0000,0000,0,0.34,0000,0000
NV,Washoe,32031,0,6551.48,0000,0000,0,6551.32,0000,0000,0,6316.5,0000,0000,0,6342.47,0000,0000,0,6342.27,0000,0000,0,6302.37,0000,0000,0,209.01,0000,0000,0,209.05,0000,0000
NV,White Pine,32033,0,8897.17,0000,0000,0,8896.6,0000,0000,0,8901.55,0000,0000,0,8876.58,0000,0000,0,8875.98,0000,0000,0,8875.65,0000,0000,0,20.59,0000,0000,0,20.62,0000,0000
NV,Carson City city,32510,0,155.85,0000,0000,0,155.66,0000,0000,0,145.59,0000,0000,0,143.54,0000,0000,0,143.35,0000,0000,0,144.66,0000,0000,0,12.31,0000,0000,0,12.31,0000,0000
NEW HAMPSHIRE,NEW HAMPSHIRE,33000,0,9350.93,0000,0000,0,9349.94,0000,0000,0,8993.11,0000,0000,0,8969.36,0000,0000,0,8968.1,0000,0000,0,8952.65,0000,0000,0,381.57,0000,0000,0,381.84,0000,0000
NH,Belknap,33001,0,468.59,0000,0000,0,468.55,0000,0000,0,404.18,0000,0000,0,401.32,0000,0000,0,401.29,0000,0000,0,400.23,0000,0000,0,67.27,0000,0000,0,67.26,0000,0000
NH,Carroll,33003,0,992.32,0000,0000,0,992.24,0000,0000,0,932.56,0000,0000,0,933.91,0000,0000,0,933.8,0000,0000,0,931.06,0000,0000,0,58.41,0000,0000,0,58.44,0000,0000
NH,Cheshire,33005,0,729.21,0000,0000,0,729.15,0000,0000,0,710.85,0000,0000,0,707.47,0000,0000,0,707.4,0000,0000,0,706.66,0000,0000,0,21.74,0000,0000,0,21.75,0000,0000
NH,Coos,33007,0,1831.72,0000,0000,0,1831.44,0000,0000,0,1804.48,0000,0000,0,1800.65,0000,0000,0,1800.39,0000,0000,0,1794.69,0000,0000,0,31.07,0000,0000,0,31.06,0000,0000
NH,Grafton,33009,0,1750.3,0000,0000,0,1750.08,0000,0000,0,1719.44,0000,0000,0,1713.51,0000,0000,0,1713.33,0000,0000,0,1708.75,0000,0000,0,36.79,0000,0000,0,36.75,0000,0000
NH,Hillsborough,33011,0,892.28,0000,0000,0,892.2,0000,0000,0,876.32,0000,0000,0,876.48,0000,0000,0,876.36,0000,0000,0,876.14,0000,0000,0,15.8,0000,0000,0,15.84,0000,0000
NH,Merrimack,33013,0,956.56,0000,0000,0,956.49,0000,0000,0,935.87,0000,0000,0,934.52,0000,0000,0,934.43,0000,0000,0,934.12,0000,0000,0,22.04,0000,0000,0,22.06,0000,0000
NH,Rockingham,33015,0,794.04,0000,0000,0,793.96,0000,0000,0,699.11,0000,0000,0,695.24,0000,0000,0,694.96,0000,0000,0,694.72,0000,0000,0,98.8,0000,0000,0,99,0000,0000
NH,Strafford,33017,0,383.95,0000,0000,0,383.91,0000,0000,0,370.36,0000,0000,0,368.83,0000,0000,0,368.76,0000,0000,0,368.98,0000,0000,0,15.12,0000,0000,0,15.15,0000,0000
NH,Sullivan,33019,0,551.98,0000,0000,0,551.92,0000,0000,0,539.94,0000,0000,0,537.45,0000,0000,0,537.38,0000,0000,0,537.31,0000,0000,0,14.53,0000,0000,0,14.54,0000,0000
NEW JERSEY,NEW JERSEY,34000,0,8721.95,0000,0000,0,8721.3,0000,0000,0,7467.92,0000,0000,0,7418.84,0000,0000,0,7417.34,0000,0000,0,7354.22,0000,0000,0,1303.11,0000,0000,0,1303.96,0000,0000
NJ,Atlantic,34001,0,671.47,0000,0000,0,671.45,0000,0000,0,568.04,0000,0000,0,561.15,0000,0000,0,561.07,0000,0000,0,555.7,0000,0000,0,110.32,0000,0000,0,110.37,0000,0000
NJ,Bergen,34003,0,246.82,0000,0000,0,246.8,0000,0000,0,236.83,0000,0000,0,234.2,0000,0000,0,234.17,0000,0000,0,233.01,0000,0000,0,12.62,0000,0000,0,12.63,0000,0000
NJ,Burlington,34005,0,819.48,0000,0000,0,819.43,0000,0000,0,808.01,0000,0000,0,804.77,0000,0000,0,804.57,0000,0000,0,798.58,0000,0000,0,14.71,0000,0000,0,14.86,0000,0000
NJ,Camden,34007,0,227.59,0000,0000,0,227.58,0000,0000,0,223.27,0000,0000,0,222.34,0000,0000,0,222.3,0000,0000,0,221.26,0000,0000,0,5.25,0000,0000,0,5.28,0000,0000
NJ,Cape May,34009,0,620.29,0000,0000,0,620.28,0000,0000,0,262.7,0000,0000,0,255.21,0000,0000,0,255.19,0000,0000,0,251.43,0000,0000,0,365.08,0000,0000,0,365.09,0000,0000
NJ,Cumberland,34011,0,676.57,0000,0000,0,676.59,0000,0000,0,497.95,0000,0000,0,489.32,0000,0000,0,489.3,0000,0000,0,483.7,0000,0000,0,187.25,0000,0000,0,187.29,0000,0000
NJ,Essex,34013,0,129.59,0000,0000,0,129.56,0000,0000,0,127.11,0000,0000,0,126.29,0000,0000,0,126.27,0000,0000,0,126.21,0000,0000,0,3.3,0000,0000,0,3.29,0000,0000
